ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
2F1A,34,3.5,Snack ,motorcycle ,35
1901,30,4.6,Buffet ,motorcycle ,19
448,29,4.6,Snack ,scooter ,14
C82E,32,4.2,Snack ,motorcycle ,33
64C1,30,4.7,Snack ,scooter ,28
9B5B,29,4.3,Buffet ,motorcycle ,39
B208,35,5.0,Meal ,electric_scooter ,33
1719,39,4.5,Meal ,motorcycle ,24
1.9E+05,35,4.8,Drinks ,motorcycle ,44
96B0,35,5.0,Drinks ,scooter ,37
D980,35,4.1,Snack ,scooter ,33
7E+69,30,4.9,Snack ,motorcycle ,27
D70B,38,4.2,Drinks ,motorcycle ,22
9B7F,39,4.6,Snack ,scooter ,24
82BC,39,5.0,Drinks ,scooter ,28
D449,36,4.8,Drinks ,motorcycle ,39
AD90,24,4.9,Snack ,electric_scooter ,26
D5CA,36,4.9,Meal ,scooter ,17
86C3,27,4.6,Snack ,motorcycle ,20
AADA,34,4.9,Buffet ,electric_scooter ,17
CB6,23,4.6,Drinks ,motorcycle ,37
D058,39,4.4,Drinks ,motorcycle ,37
3D95,32,4.7,Drinks ,motorcycle ,29
632C,21,4.5,Drinks ,electric_scooter ,18
9840,24,4.6,Drinks ,motorcycle ,14
AB9F,25,4.8,Snack ,scooter ,24
1011,20,4.6,Buffet ,scooter ,19
45E,29,4.6,Buffet ,scooter ,16
C53A,22,4.9,Buffet ,scooter ,13
3C91,35,4.9,Drinks ,motorcycle ,43
D0BA,23,4.9,Buffet ,electric_scooter ,10
A415,21,4.7,Meal ,electric_scooter ,24
A73F,34,4.7,Drinks ,scooter ,16
7874,26,4.6,Meal ,scooter ,18
531C,39,4.4,Drinks ,motorcycle ,40
45FE,32,4.7,Drinks ,motorcycle ,29
B965,23,4.7,Buffet ,motorcycle ,12
9A76,24,4.7,Drinks ,scooter ,21
AF47,38,4.8,Meal ,electric_scooter ,28
8D1F,39,4.9,Drinks ,motorcycle ,25
B9C2,24,4.7,Snack ,scooter ,12
D76A,33,4.8,Drinks ,motorcycle ,15
C526,33,4.7,Snack ,motorcycle ,28
1473,23,4.8,Meal ,motorcycle ,11
1.2E+04,27,5.0,Meal ,motorcycle ,40
79C1,22,4.6,Buffet ,electric_scooter ,14
B2AE,34,4.9,Buffet ,scooter ,36
D7AF,29,4.9,Buffet ,motorcycle ,16
8361,22,4.1,Buffet ,scooter ,33
5A26,25,4.7,Drinks ,motorcycle ,16
AFB4,24,4.7,Buffet ,motorcycle ,16
59EE,34,5.0,Snack ,motorcycle ,28
98CD,29,4.9,Drinks ,motorcycle ,29
6785,25,5.0,Meal ,motorcycle ,37
7EAC,25,4.8,Buffet ,scooter ,14
45A7,30,4.8,Buffet ,scooter ,23
4.2E+05,29,4.7,Drinks ,motorcycle ,17
9982,30,4.6,Snack ,scooter ,21
7862,33,3.6,Drinks ,scooter ,41
CB46,24,4.3,Drinks ,motorcycle ,40
4615,30,4.0,Drinks ,scooter ,34
241E,35,4.4,Drinks ,electric_scooter ,46
4748,21,4.5,Buffet ,motorcycle ,51
3505,23,4.8,Snack ,motorcycle ,15
D853,23,5.0,Snack ,motorcycle ,20
2C86,20,4.6,Snack ,motorcycle ,17
6865,35,4.9,Drinks ,motorcycle ,43
86CD,34,4.9,Meal ,motorcycle ,25
58D5,29,4.0,Meal ,motorcycle ,33
9380,25,4.9,Meal ,electric_scooter ,28
D78C,20,4.9,Buffet ,motorcycle ,16
5871,39,4.6,Buffet ,scooter ,21
DF56,32,4.3,Buffet ,motorcycle ,51
7659,35,4.6,Snack ,motorcycle ,33
4283,34,4.5,Buffet ,motorcycle ,27
5DB2,36,4.6,Drinks ,motorcycle ,25
1669,29,4.7,Snack ,motorcycle ,10
975D,24,4.5,Buffet ,motorcycle ,32
4084,22,4.7,Snack ,motorcycle ,17
1F71,38,4.9,Drinks ,scooter ,32
2F30,39,4.8,Drinks ,motorcycle ,53
7CFE,39,4.8,Meal ,motorcycle ,27
8886,28,4.8,Buffet ,scooter ,20
553E,29,4.2,Snack ,motorcycle ,16
B2EB,25,4.7,Buffet ,motorcycle ,15
314E,33,4.8,Drinks ,scooter ,22
C430,30,5.0,Snack ,scooter ,21
2C0D,33,4.2,Buffet ,motorcycle ,22
D39B,27,4.6,Snack ,scooter ,13
3390,39,4.1,Meal ,motorcycle ,31
BE4F,26,4.8,Meal ,motorcycle ,14
3B29,20,4.7,Snack ,motorcycle ,15
4F5A,36,5.0,Drinks ,motorcycle ,16
7CCE,39,4.0,Snack ,scooter ,40
812A,35,5.0,Meal ,scooter ,35
B98,31,5.0,Snack ,scooter ,30
BA1A,39,4.6,Drinks ,scooter ,40
3D1B,36,4.6,Snack ,scooter ,29
3835,24,4.6,Buffet ,scooter ,10
209E,38,4.9,Drinks ,motorcycle ,17
7574,22,5.0,Meal ,motorcycle ,24
C638,20,4.6,Meal ,scooter ,18
A116,20,4.8,Meal ,motorcycle ,28
8984,26,4.7,Buffet ,motorcycle ,18
7D27,38,4.6,Snack ,scooter ,47
2F9B,22,4.7,Meal ,electric_scooter ,29
529A,35,4.6,Buffet ,scooter ,18
537A,38,5.0,Meal ,motorcycle ,29
ABA2,25,4.5,Drinks ,scooter ,15
1B82,22,4.6,Meal ,scooter ,42
71F3,27,4.8,Buffet ,scooter ,19
133A,27,4.8,Drinks ,scooter ,20
6E+34,22,4.7,Drinks ,scooter ,17
D861,36,4.7,Drinks ,electric_scooter ,28
1D75,27,4.3,Buffet ,motorcycle ,20
DC28,32,4.9,Meal ,motorcycle ,22
8841,38,4.7,Snack ,motorcycle ,28
A79C,32,4.9,Buffet ,motorcycle ,21
141D,30,4.1,Buffet ,motorcycle ,48
A45C,26,4.7,Snack ,motorcycle ,41
E155,21,4.8,Snack ,scooter ,22
443E,26,4.6,Buffet ,motorcycle ,12
AAA2,34,4.6,Drinks ,electric_scooter ,24
B3F8,24,4.6,Meal ,scooter ,28
1881,24,5.0,Buffet ,scooter ,40
E6B,29,4.6,Snack ,motorcycle ,21
2989,32,4.3,Meal ,motorcycle ,40
B0CF,23,4.9,Snack ,motorcycle ,26
41A5,20,4.9,Buffet ,scooter ,13
1CCF,38,4.4,Meal ,motorcycle ,20
5F4F,37,5.0,Snack ,motorcycle ,27
5E+91,35,5.0,Buffet ,electric_scooter ,24
6B1B,30,4.8,Meal ,scooter ,23
6233,26,4.6,Drinks ,scooter ,32
A83B,21,4.1,Snack ,motorcycle ,39
D4BF,33,4.8,Drinks ,scooter ,11
CE29,21,4.9,Snack ,motorcycle ,23
94BA,31,4.9,Meal ,scooter ,25
5623,31,3.6,Buffet ,scooter ,31
69AD,24,4.7,Buffet ,motorcycle ,16
CE63,20,4.6,Buffet ,motorcycle ,11
9250,39,4.7,Buffet ,motorcycle ,21
D6F9,20,4.7,Meal ,electric_scooter ,20
975A,27,4.1,Meal ,motorcycle ,35
C478,36,4.7,Drinks ,scooter ,19
B31D,27,4.5,Meal ,electric_scooter ,19
E83,25,4.3,Buffet ,scooter ,36
5BC6,23,4.7,Buffet ,scooter ,12
396D,35,4.6,Snack ,scooter ,47
3015,38,4.7,Drinks ,motorcycle ,10
A96F,26,4.6,Meal ,motorcycle ,22
1E+01,20,4.9,Drinks ,scooter ,17
C47F,26,4.7,Snack ,motorcycle ,29
5080,34,4.0,Buffet ,motorcycle ,41
D451,23,4.6,Meal ,motorcycle ,28
B606,39,4.2,Meal ,motorcycle ,26
E12,27,4.8,Snack ,motorcycle ,27
3FCF,24,4.6,Drinks ,electric_scooter ,24
AB5C,26,4.9,Snack ,scooter ,16
B01E,31,4.6,Snack ,scooter ,42
B9CC,38,3.7,Snack ,electric_scooter ,32
BC9C,33,4.4,Buffet ,motorcycle ,23
6F45,33,4.6,Meal ,motorcycle ,22
5D74,36,4.8,Drinks ,motorcycle ,25
2767,26,4.8,Drinks ,electric_scooter ,22
120E,22,4.9,Drinks ,motorcycle ,17
C078,30,4.7,Drinks ,scooter ,25
5EBE,35,4.8,Meal ,scooter ,35
A1B1,38,4.7,Buffet ,scooter ,25
6967,35,4.8,Snack ,motorcycle ,29
3880,24,4.9,Buffet ,scooter ,21
3F32,27,4.7,Drinks ,motorcycle ,10
94F,29,4.6,Meal ,motorcycle ,17
C966,26,4.5,Meal ,scooter ,12
CBA8,27,4.5,Meal ,scooter ,26
1068,29,4.6,Buffet ,motorcycle ,19
8FC6,27,4.6,Buffet ,motorcycle ,16
8201,22,4.9,Drinks ,motorcycle ,27
D094,28,4.7,Buffet ,motorcycle ,35
177E,38,4.7,Drinks ,motorcycle ,48
709F,21,4.9,Buffet ,scooter ,19
AC1C,24,4.9,Drinks ,motorcycle ,17
B441,32,4.8,Buffet ,motorcycle ,19
5CB1,30,4.9,Buffet ,scooter ,19
3B6D,38,4.3,Meal ,motorcycle ,51
D07D,27,4.9,Snack ,scooter ,26
AB78,27,5.0,Drinks ,motorcycle ,24
999E,22,4.5,Buffet ,motorcycle ,15
9A34,28,4.0,Meal ,scooter ,40
D78B,29,4.6,Drinks ,motorcycle ,12
9E2E,36,4.6,Drinks ,scooter ,26
D505,27,4.6,Meal ,motorcycle ,24
5A9E,21,4.8,Buffet ,electric_scooter ,14
5AC7,25,4.6,Drinks ,motorcycle ,15
B980,29,4.8,Meal ,motorcycle ,16
8C15,29,4.3,Meal ,motorcycle ,16
9413,31,4.8,Buffet ,scooter ,44
8CD1,23,4.5,Meal ,motorcycle ,21
5DAC,35,4.3,Buffet ,scooter ,37
DA3A,39,3.6,Drinks ,motorcycle ,34
1BCE,23,4.8,Buffet ,scooter ,44
D9AB,37,4.8,Buffet ,motorcycle ,22
4840,35,4.1,Drinks ,scooter ,33
8D3A,34,4.1,Meal ,motorcycle ,46
8FF,29,4.6,Meal ,scooter ,21
6B5C,33,4.5,Meal ,motorcycle ,17
78C8,29,4.6,Drinks ,motorcycle ,29
4E+91,21,4.6,Meal ,scooter ,15
C4CD,39,4.1,Meal ,motorcycle ,39
1E+06,20,4.5,Drinks ,scooter ,23
B8C1,36,4.3,Snack ,motorcycle ,38
DB91,25,4.3,Buffet ,motorcycle ,28
6D3F,29,4.5,Snack ,scooter ,15
A2DD,25,4.6,Buffet ,motorcycle ,29
BB94,21,4.3,Snack ,motorcycle ,52
B65D,26,4.1,Buffet ,motorcycle ,23
DC6C,29,4.6,Snack ,scooter ,18
A215,32,4.8,Meal ,scooter ,17
1BE1,34,4.6,Snack ,motorcycle ,27
79ED,35,4.9,Snack ,scooter ,26
7DB3,26,4.2,Drinks ,motorcycle ,34
4FDB,36,4.3,Drinks ,electric_scooter ,40
3E+32,31,4.5,Meal ,motorcycle ,25
2C45,36,4.5,Snack ,motorcycle ,26
C4E5,30,5.0,Drinks ,motorcycle ,27
217D,36,4.4,Meal ,motorcycle ,36
1.7E+06,30,4.9,Buffet ,motorcycle ,48
57D4,29,4.6,Meal ,motorcycle ,29
482D,27,4.9,Drinks ,scooter ,28
9A6B,36,4.5,Buffet ,scooter ,41
8D2C,32,4.9,Snack ,scooter ,24
3C8D,29,4.1,Meal ,motorcycle ,34
889D,28,5.0,Meal ,motorcycle ,10
8F02,20,5.0,Buffet ,motorcycle ,32
CBA,30,4.9,Snack ,scooter ,48
5AF3,33,3.5,Snack ,scooter ,43
7C86,29,4.7,Drinks ,motorcycle ,48
41C8,39,4.7,Meal ,motorcycle ,26
DC06,29,4.8,Snack ,motorcycle ,29
8536,31,4.0,Buffet ,scooter ,34
3A97,20,4.9,Meal ,motorcycle ,14
8F35,23,4.9,Snack ,motorcycle ,41
A8F9,24,4.6,Meal ,scooter ,18
398C,39,4.8,Drinks ,scooter ,28
832E,38,4.9,Drinks ,electric_scooter ,16
626F,36,4.6,Meal ,scooter ,26
CDC1,36,4.6,Buffet ,scooter ,30
45CD,39,4.6,Snack ,motorcycle ,26
423C,35,4.6,Meal ,motorcycle ,15
44EF,37,4.9,Snack ,motorcycle ,26
B60E,27,4.7,Snack ,scooter ,14
7319,28,4.8,Snack ,motorcycle ,24
3CAC,22,4.6,Snack ,motorcycle ,23
B42D,30,4.9,Snack ,scooter ,11
D8A0,32,4.0,Snack ,motorcycle ,44
8934,25,4.6,Buffet ,scooter ,28
695F,23,4.9,Buffet ,scooter ,18
317A,32,4.6,Buffet ,scooter ,29
5FFB,36,4.9,Buffet ,motorcycle ,34
E27D,32,4.0,Snack ,scooter ,46
1051,29,5.0,Snack ,motorcycle ,19
6190,29,4.6,Meal ,scooter ,35
CC90,30,4.8,Snack ,scooter ,28
B15F,20,4.7,Buffet ,motorcycle ,24
3E+91,29,4.9,Snack ,motorcycle ,23
4282,24,4.8,Buffet ,motorcycle ,29
3D84,22,4.4,Buffet ,motorcycle ,26
3DB2,26,4.8,Meal ,motorcycle ,12
9B73,29,4.8,Meal ,motorcycle ,14
ACD5,27,4.6,Meal ,electric_scooter ,19
5A2B,35,5.0,Drinks ,scooter ,15
32DB,29,4.6,Buffet ,motorcycle ,25
D17D,39,4.1,Buffet ,motorcycle ,42
8137,22,4.9,Buffet ,motorcycle ,38
CD1,29,4.6,Meal ,electric_scooter ,21
D259,37,4.7,Drinks ,scooter ,13
70D7,21,4.9,Meal ,motorcycle ,34
63C7,36,4.7,Meal ,scooter ,29
5A44,35,4.6,Snack ,scooter ,20
4D95,31,5.0,Buffet ,scooter ,23
8768,29,4.8,Meal ,motorcycle ,16
274A,35,4.0,Meal ,motorcycle ,50
1316,33,4.7,Buffet ,motorcycle ,22
5672,37,4.8,Drinks ,motorcycle ,28
5D6,29,4.6,Buffet ,motorcycle ,21
B33,20,4.6,Buffet ,motorcycle ,11
6914,26,5.0,Buffet ,motorcycle ,15
D2BB,33,4.8,Snack ,motorcycle ,28
73B8,36,4.8,Snack ,motorcycle ,40
4CB9,28,4.2,Buffet ,motorcycle ,16
547F,21,4.8,Buffet ,motorcycle ,22
A7DA,27,4.9,Snack ,scooter ,26
B9E,35,4.7,Snack ,scooter ,41
6B82,25,4.6,Snack ,scooter ,18
34D4,33,3.7,Buffet ,motorcycle ,39
737F,32,4.7,Buffet ,scooter ,22
91C,29,4.6,Drinks ,electric_scooter ,15
33B8,29,4.5,Drinks ,motorcycle ,29
A40B,31,4.1,Drinks ,motorcycle ,26
3495,34,4.4,Drinks ,motorcycle ,42
813C,38,4.9,Drinks ,scooter ,31
A1D0,30,4.9,Snack ,motorcycle ,29
A97E,39,4.7,Buffet ,electric_scooter ,25
D006,28,4.6,Snack ,motorcycle ,11
BFAA,26,4.7,Buffet ,electric_scooter ,16
BA1C,35,4.8,Meal ,motorcycle ,28
153F,36,4.9,Drinks ,motorcycle ,25
22CC,29,4.6,Snack ,scooter ,18
2434,32,4.9,Drinks ,motorcycle ,26
9E+42,29,4.8,Drinks ,motorcycle ,19
961C,29,4.5,Meal ,motorcycle ,18
D4A2,28,4.9,Snack ,scooter ,21
BCF0,35,4.6,Drinks ,scooter ,17
CEC,29,4.6,Buffet ,motorcycle ,15
A03F,26,4.5,Buffet ,motorcycle ,40
432D,28,4.9,Buffet ,motorcycle ,18
2E+05,28,4.8,Meal ,scooter ,28
D431,39,5.0,Snack ,electric_scooter ,11
3471,23,4.8,Meal ,motorcycle ,22
5ED,29,4.6,Meal ,scooter ,36
9192,35,4.7,Snack ,motorcycle ,25
401B,36,4.8,Snack ,scooter ,26
2F56,30,4.9,Drinks ,motorcycle ,20
5925,28,4.6,Drinks ,scooter ,14
4645,28,4.6,Buffet ,scooter ,29
B48A,25,4.8,Snack ,scooter ,32
50C0,34,5.0,Snack ,motorcycle ,39
B74C,25,4.8,Meal ,motorcycle ,36
7144,38,4.8,Drinks ,motorcycle ,40
6577,37,4.7,Snack ,motorcycle ,15
3.5E+02,29,4.6,Snack ,motorcycle ,28
D690,23,4.7,Snack ,motorcycle ,19
3971,25,4.4,Drinks ,motorcycle ,25
C292,25,4.7,Meal ,motorcycle ,34
8966,20,4.0,Meal ,motorcycle ,43
D32D,28,4.9,Drinks ,motorcycle ,18
A07E,25,4.2,Snack ,motorcycle ,43
AF65,31,4.0,Meal ,motorcycle ,45
93F6,22,4.6,Snack ,motorcycle ,11
B06B,37,4.8,Drinks ,motorcycle ,20
146A,31,5.0,Meal ,scooter ,29
1441,32,4.8,Drinks ,motorcycle ,19
2735,22,4.5,Snack ,motorcycle ,11
A4F9,31,5.0,Snack ,motorcycle ,34
1959,37,4.7,Buffet ,scooter ,34
4C47,36,3.9,Buffet ,motorcycle ,31
C5DC,31,4.9,Buffet ,scooter ,25
618B,29,4.6,Drinks ,motorcycle ,29
C4BA,25,4.6,Snack ,scooter ,14
3904,32,4.7,Drinks ,scooter ,34
7EEE,32,4.5,Snack ,motorcycle ,43
5EE0,22,4.8,Buffet ,motorcycle ,26
2C21,39,4.2,Snack ,scooter ,49
15A4,31,5.0,Meal ,scooter ,28
5AB8,24,4.6,Buffet ,motorcycle ,15
C739,21,4.9,Meal ,scooter ,16
94C7,23,4.5,Meal ,motorcycle ,16
8AB2,31,4.6,Meal ,motorcycle ,28
734B,27,5.0,Snack ,scooter ,25
32AC,29,4.6,Buffet ,scooter ,19
5424,36,4.6,Meal ,motorcycle ,46
182D,23,4.9,Snack ,motorcycle ,15
CCCC,37,4.9,Drinks ,motorcycle ,26
A755,31,4.1,Buffet ,motorcycle ,31
4662,25,4.8,Buffet ,motorcycle ,25
5148,27,4.8,Meal ,electric_scooter ,17
B46F,31,4.7,Drinks ,motorcycle ,25
8BCA,29,4.9,Buffet ,scooter ,11
BF57,29,4.6,Meal ,motorcycle ,41
5609,36,4.9,Meal ,electric_scooter ,29
CA87,25,4.8,Meal ,motorcycle ,20
7327,34,4.5,Snack ,electric_scooter ,27
1B9E,25,4.6,Snack ,motorcycle ,21
B28F,36,4.9,Buffet ,motorcycle ,34
CA9D,23,4.7,Snack ,motorcycle ,16
9EDE,21,4.7,Meal ,scooter ,22
1194,20,5.0,Snack ,scooter ,40
1FE4,25,5.0,Meal ,motorcycle ,13
6F75,25,4.4,Buffet ,scooter ,39
4239,32,5.0,Drinks ,scooter ,32
A40D,22,5.0,Drinks ,motorcycle ,11
89DC,33,4.5,Buffet ,motorcycle ,21
89D1,31,4.9,Buffet ,motorcycle ,23
A1D7,22,4.6,Buffet ,motorcycle ,17
CFF9,24,5.0,Buffet ,motorcycle ,15
778E,23,4.7,Snack ,scooter ,19
5E+05,29,4.6,Meal ,scooter ,27
8301,30,4.7,Drinks ,motorcycle ,30
2FFE,22,4.7,Buffet ,scooter ,17
453,29,4.6,Snack ,scooter ,31
7AE,38,4.8,Snack ,scooter ,18
561B,26,4.5,Drinks ,motorcycle ,20
54F0,26,4.6,Snack ,scooter ,23
DB80,30,4.8,Buffet ,electric_scooter ,17
7788,34,4.6,Buffet ,electric_scooter ,18
A9B5,34,5.0,Buffet ,motorcycle ,26
A31B,36,4.6,Drinks ,motorcycle ,21
5C13,22,4.7,Snack ,motorcycle ,17
1.5E+09,24,4.6,Drinks ,motorcycle ,27
3619,21,4.8,Buffet ,scooter ,12
3DF0,38,4.7,Buffet ,motorcycle ,21
B068,27,4.6,Snack ,motorcycle ,22
DDC,29,4.6,Drinks ,motorcycle ,10
CCBC,32,4.1,Drinks ,motorcycle ,38
6C60,22,4.7,Buffet ,scooter ,18
390E,39,4.0,Meal ,scooter ,34
46FC,37,4.4,Meal ,motorcycle ,36
63EB,21,4.7,Snack ,motorcycle ,42
6C68,38,4.1,Drinks ,scooter ,31
7DB9,26,4.6,Snack ,scooter ,18
BDD3,29,4.7,Buffet ,motorcycle ,20
2FD2,37,4.8,Meal ,motorcycle ,20
49D4,37,4.2,Drinks ,electric_scooter ,34
78D6,32,4.6,Meal ,scooter ,15
84EF,38,4.1,Buffet ,scooter ,39
1931,39,4.9,Snack ,motorcycle ,19
402D,33,4.0,Buffet ,motorcycle ,33
8DAA,24,4.7,Buffet ,electric_scooter ,34
40B1,23,4.9,Snack ,scooter ,16
CC8C,31,4.8,Meal ,scooter ,19
862,29,4.6,Buffet ,motorcycle ,14
1B1D,22,4.7,Meal ,motorcycle ,10
8B12,38,4.7,Meal ,motorcycle ,24
51BD,30,4.8,Buffet ,scooter ,26
9F4D,31,4.9,Drinks ,motorcycle ,40
95E,29,4.6,Buffet ,motorcycle ,27
19FC,37,4.6,Snack ,motorcycle ,53
9F7A,32,4.9,Meal ,electric_scooter ,22
6585,32,4.1,Meal ,scooter ,31
6B85,24,4.9,Buffet ,motorcycle ,37
9EC1,21,4.7,Drinks ,motorcycle ,21
AB4A,38,4.7,Meal ,motorcycle ,43
D670,32,4.6,Drinks ,scooter ,34
1579,27,4.8,Drinks ,motorcycle ,18
2C80,36,4.5,Meal ,motorcycle ,22
4038,23,4.7,Snack ,motorcycle ,29
689E,23,4.8,Drinks ,motorcycle ,18
BAB1,30,4.9,Meal ,scooter ,39
B92D,24,4.5,Meal ,motorcycle ,45
41F9,26,4.7,Snack ,electric_scooter ,19
2C79,23,4.8,Snack ,motorcycle ,18
4998,35,4.8,Snack ,motorcycle ,28
60DC,27,4.7,Drinks ,scooter ,29
4CA5,22,4.8,Snack ,scooter ,10
9A79,26,4.1,Buffet ,electric_scooter ,35
264B,29,4.9,Drinks ,scooter ,11
4C89,24,4.7,Drinks ,motorcycle ,15
4622,29,5.0,Drinks ,motorcycle ,29
D1A9,22,4.4,Drinks ,motorcycle ,38
3CD8,38,3.7,Meal ,electric_scooter ,35
7B91,21,4.2,Meal ,motorcycle ,19
C6B6,23,4.6,Snack ,scooter ,23
B51E,30,4.7,Buffet ,scooter ,16
6A5A,27,4.6,Drinks ,electric_scooter ,17
8154,24,4.7,Meal ,motorcycle ,30
C4A0,25,4.7,Snack ,motorcycle ,35
C756,22,4.6,Snack ,motorcycle ,25
883,29,4.6,Snack ,scooter ,27
5C2C,25,4.5,Drinks ,scooter ,27
9F21,26,4.7,Drinks ,scooter ,22
B1BF,32,4.6,Drinks ,motorcycle ,24
70D0,22,4.5,Meal ,scooter ,20
DAC1,26,4.6,Buffet ,motorcycle ,25
85CF,21,4.9,Buffet ,motorcycle ,31
8817,25,4.9,Snack ,motorcycle ,29
BD65,21,5.0,Buffet ,motorcycle ,22
5BC1,21,4.8,Buffet ,scooter ,16
7BE6,20,4.6,Drinks ,motorcycle ,24
BF00,29,4.6,Buffet ,scooter ,25
7F3C,38,4.8,Meal ,motorcycle ,30
4B15,31,4.7,Drinks ,scooter ,15
8657,21,4.8,Drinks ,electric_scooter ,29
BE0D,38,4.8,Snack ,electric_scooter ,29
25EC,26,4.7,Meal ,scooter ,20
9766,30,4.8,Snack ,scooter ,31
BE3,29,4.6,Meal ,motorcycle ,20
C307,29,4.6,Meal ,scooter ,25
D56A,35,4.2,Buffet ,motorcycle ,20
7EC6,22,4.9,Buffet ,motorcycle ,17
6A6F,23,4.6,Meal ,motorcycle ,22
8E+43,25,4.8,Buffet ,scooter ,24
59C,29,4.6,Snack ,motorcycle ,21
2357,32,3.7,Buffet ,scooter ,33
547B,38,4.0,Snack ,scooter ,33
8DB3,21,4.7,Buffet ,motorcycle ,29
B1B8,22,4.9,Meal ,scooter ,40
57CD,25,4.9,Drinks ,motorcycle ,14
4F98,38,4.5,Meal ,motorcycle ,16
8D6B,36,5.0,Drinks ,scooter ,15
29F3,22,5.0,Snack ,motorcycle ,21
4FD6,36,4.6,Buffet ,motorcycle ,41
67D1,31,4.7,Snack ,motorcycle ,26
5E+51,30,4.7,Snack ,scooter ,27
48A6,20,4.6,Snack ,scooter ,28
851B,25,4.5,Buffet ,electric_scooter ,14
92A,29,4.6,Snack ,motorcycle ,31
8210,29,4.5,Meal ,motorcycle ,21
1006,32,4.9,Buffet ,scooter ,37
97B,33,4.6,Snack ,motorcycle ,53
A982,27,4.9,Drinks ,motorcycle ,25
80B3,25,4.7,Snack ,scooter ,15
AA21,25,4.8,Drinks ,motorcycle ,24
6E8A,23,4.9,Buffet ,scooter ,18
A05,37,4.1,Snack ,scooter ,32
42EF,37,4.6,Snack ,motorcycle ,48
78CF,29,4.9,Meal ,motorcycle ,43
7C39,23,4.8,Buffet ,motorcycle ,33
2FA3,27,4.6,Drinks ,motorcycle ,43
1BE0,21,4.8,Meal ,motorcycle ,22
36AE,36,4.9,Meal ,electric_scooter ,25
3BD2,23,5.0,Meal ,scooter ,11
1890,20,4.9,Drinks ,motorcycle ,37
22FE,21,4.6,Snack ,motorcycle ,22
883C,38,4.7,Meal ,motorcycle ,28
625,29,4.6,Snack ,scooter ,38
1779,34,4.0,Meal ,scooter ,39
3881,24,4.6,Drinks ,scooter ,22
AB5B,29,4.8,Meal ,scooter ,18
22C4,24,4.9,Drinks ,motorcycle ,28
5ABB,38,4.4,Snack ,motorcycle ,33
4771,39,4.4,Buffet ,electric_scooter ,38
1D83,22,4.7,Buffet ,motorcycle ,20
BEF 4.00,50,6.0,Drinks ,scooter ,15
892B,28,4.8,Meal ,motorcycle ,25
B013,24,4.6,Drinks ,motorcycle ,34
D76B,34,4.4,Buffet ,scooter ,31
1545,24,4.7,Meal ,motorcycle ,24
8528,27,5.0,Drinks ,motorcycle ,18
36B0,37,4.4,Drinks ,motorcycle ,30
3D33,30,4.9,Snack ,electric_scooter ,33
D03F,23,4.6,Drinks ,electric_scooter ,12
CA0,29,4.6,Buffet ,motorcycle ,21
11F0,35,4.9,Buffet ,motorcycle ,40
DB6C,20,4.8,Meal ,motorcycle ,27
C7C6,23,4.6,Meal ,motorcycle ,20
5.3E+03,32,5.0,Meal ,scooter ,22
93B1,29,4.5,Snack ,electric_scooter ,26
7246,22,4.5,Buffet ,motorcycle ,18
D385,21,4.9,Meal ,scooter ,16
4F17,31,4.6,Buffet ,motorcycle ,24
1460,31,4.7,Meal ,motorcycle ,26
A030,29,4.7,Drinks ,motorcycle ,13
7040,27,4.8,Drinks ,motorcycle ,22
2524,36,4.8,Snack ,scooter ,42
5BA2,20,4.9,Snack ,motorcycle ,21
B94E,33,4.9,Snack ,motorcycle ,18
2057,28,4.9,Snack ,motorcycle ,48
AD61,28,4.7,Drinks ,motorcycle ,16
7C69,39,4.4,Snack ,motorcycle ,38
B5BA,30,4.0,Buffet ,motorcycle ,34
9C50,31,3.5,Snack ,scooter ,42
7FDF,22,4.9,Snack ,motorcycle ,32
34FC,30,4.6,Buffet ,motorcycle ,33
BDD6,27,4.6,Buffet ,motorcycle ,23
A105,31,4.8,Buffet ,scooter ,18
58D8,27,4.9,Meal ,scooter ,27
6876,27,4.9,Buffet ,scooter ,13
652E,21,4.5,Buffet ,scooter ,13
8D9E,29,4.6,Drinks ,electric_scooter ,15
4FE,29,4.6,Drinks ,scooter ,23
5039,30,4.6,Drinks ,motorcycle ,27
1CB8,24,4.9,Drinks ,scooter ,13
D859,28,3.7,Meal ,motorcycle ,49
E065,34,4.6,Snack ,scooter ,20
39F6,25,4.2,Drinks ,motorcycle ,20
9111,23,4.7,Meal ,motorcycle ,17
B476,20,4.6,Snack ,electric_scooter ,21
522E,34,4.0,Snack ,scooter ,33
55E,29,4.6,Drinks ,motorcycle ,27
BA19,20,5.0,Meal ,motorcycle ,30
7D8D,29,4.6,Buffet ,motorcycle ,22
DA8F,31,4.8,Drinks ,motorcycle ,40
60FD,27,4.7,Buffet ,motorcycle ,12
7310,22,4.8,Drinks ,motorcycle ,18
855C,21,4.8,Drinks ,scooter ,17
B8E8,33,5.0,Meal ,scooter ,28
3FAD,37,4.9,Snack ,motorcycle ,28
E117,27,4.9,Drinks ,motorcycle ,15
7E+07,29,4.2,Snack ,motorcycle ,36
170C,27,2.9,Drinks ,motorcycle ,42
A862,38,4.8,Drinks ,scooter ,40
1D5A,35,4.8,Meal ,motorcycle ,44
AFCD,36,3.9,Snack ,motorcycle ,31
4862,38,4.9,Snack ,motorcycle ,29
